token,word,pos,contfunc,tobiaccent,tobiboundary,accented,boundary,prenuclear,nuclear,accenttype,filename,wordmin,wordmax,stressmin,stressmax,svmin,svmax,sv,phonwordmin,phonwordmax,phonword,durword,durstress,dursv,durphonword,word.phonerate,word.syllrate,stress.phonerate,stress.syllrate,phonword.phonerate,phonword.syllrate,int.sv,f0.word.max,f0.word.min,f0.word.range,f0.stress.max,f0.stress.min,f0.stress.range,f0.sv.max,f0.sv.min,f0.sv.range,log.f0.word.max,log.f0.stress.max,log.f0.sv.max,log.f0.word.max.norm,log.f0.stress.max.norm,log.f0.sv.max.norm,int.sv.norm,word.phonerate.norm,word.syllrate.norm,stress.phonerate.norm,stress.syllrate.norm,phonerate.file.mean,phonerate.file.sd,syllrate.file.mean,syllrate.file.sd,word.phonerate.norm.file,word.syllrate.norm.file,stress.phonerate.norm.file,stress.syllrate.norm.file,phonword.phonerate.norm.file,phonword.syllrate.norm.file,log.wordfreq.google,log.wordfreq.switchboard,log.wordfreq.buckeye,ba.16,pa.16,bm.16,pm.16,bi.16,pi.16,ba.32,pa.32,bm.32,pm.32,bi.32,pi.32,t01.ba,t02.ba,t03.ba,t04.ba,t05.ba,t06.ba,t07.ba,t08.ba,t09.ba,t10.ba,t11.ba,t12.ba,t13.ba,t14.ba,t15.ba,t16.ba,t17.ba,t18.ba,t19.ba,t20.ba,t21.ba,t22.ba,t23.ba,t24.ba,t25.ba,t26.ba,t27.ba,t28.ba,t29.ba,t30.ba,t31.ba,t32.ba,t01.pa,t02.pa,t03.pa,t04.pa,t05.pa,t06.pa,t07.pa,t08.pa,t09.pa,t10.pa,t11.pa,t12.pa,t13.pa,t14.pa,t15.pa,t16.pa,t17.pa,t18.pa,t19.pa,t20.pa,t21.pa,t22.pa,t23.pa,t24.pa,t25.pa,t26.pa,t27.pa,t28.pa,t29.pa,t30.pa,t31.pa,t32.pa,t01.bm,t02.bm,t03.bm,t04.bm,t05.bm,t06.bm,t07.bm,t08.bm,t09.bm,t10.bm,t11.bm,t12.bm,t13.bm,t14.bm,t15.bm,t16.bm,t17.bm,t18.bm,t19.bm,t20.bm,t21.bm,t22.bm,t23.bm,t24.bm,t25.bm,t26.bm,t27.bm,t28.bm,t29.bm,t30.bm,t31.bm,t32.bm,t01.pm,t02.pm,t03.pm,t04.pm,t05.pm,t06.pm,t07.pm,t08.pm,t09.pm,t10.pm,t11.pm,t12.pm,t13.pm,t14.pm,t15.pm,t16.pm,t17.pm,t18.pm,t19.pm,t20.pm,t21.pm,t22.pm,t23.pm,t24.pm,t25.pm,t26.pm,t27.pm,t28.pm,t29.pm,t30.pm,t31.pm,t32.pm,t01.bi,t02.bi,t03.bi,t04.bi,t05.bi,t06.bi,t07.bi,t08.bi,t09.bi,t10.bi,t11.bi,t12.bi,t13.bi,t14.bi,t15.bi,t16.bi,t17.bi,t18.bi,t19.bi,t20.bi,t21.bi,t22.bi,t23.bi,t24.bi,t25.bi,t26.bi,t27.bi,t28.bi,t29.bi,t30.bi,t31.bi,t32.bi,t01.pi,t02.pi,t03.pi,t04.pi,t05.pi,t06.pi,t07.pi,t08.pi,t09.pi,t10.pi,t11.pi,t12.pi,t13.pi,t14.pi,t15.pi,t16.pi,t17.pi,t18.pi,t19.pi,t20.pi,t21.pi,t22.pi,t23.pi,t24.pi,t25.pi,t26.pi,t27.pi,t28.pi,t29.pi,t30.pi,t31.pi,t32.pi,max.f0.sv.st,min.f0.sv.st,range.f0.sv.st,vel.f0.sv.st,mintime,maxtime,jump,max.f0.sv.st.norm
11,they,Pronoun,Function,NA,NA,0,0,0,0,0,s02-1,4.2288125,4.3338125,4.2288125,4.3338125,4.2788125,4.3338125,ey,4.2288125,4.2288125,NA,0.105,0.105,0.05,0,19.04761905,9.523809524,19.04761905,9.523809524,0,0,71.84552098,157.9414497,142.8519675,15.08948223,157.9414497,142.8519675,15.08948223,157.9414497,142.8519675,15.08948223,5.062224393,5.062224393,5.062224393,-0.763042602,-0.763042602,-0.596532978,-0.81652339,0.382881023,0.984948195,0.382881023,0.984948195,12.24039,4.179025,4.905021,1.983318,1.628903643,2.328818941,1.628903643,2.328818941,-2.929006168,-2.473138952,-7.285865,-4.55177,-4.435082,0,0,0,0.0625,0,0.0625,0,0.03125,0,0.0625,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.26152453,87.01167004,-0.2498544867,-7.571348082,4.3333125,4.3003125,none,-0.7083955101
12,call,Verb,Content,H*,NA,1,0,1,0,1,s02-1,4.3338125,4.6598125,4.3338125,4.6598125,4.4353335,4.6098125,ao,4.3338125,4.7688125,call the,0.326,0.326,0.101521,0.435,9.202453988,3.067484663,9.202453988,3.067484663,11.49425287,4.597701149,76.46616188,184.9202171,133.8358931,51.08432405,184.9202171,133.8358931,51.08432405,184.7224336,153.7969205,30.92551311,5.219924473,5.219924473,5.218854339,0.844176757,0.844176757,1.557656103,1.574260399,-0.864633311,-0.995510614,-0.94632626,-0.995510614,12.24039,4.179025,4.905021,1.983318,-0.726948514,-0.926496072,-0.726948514,-0.926496072,-0.178543351,-0.154952383,-9.035332,-7.927959,-7.978454,0,0,0,0.125,0,0,0,0.0625,0.03125,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.20749359,87.0997912,-3.107702392,-17.96359764,4.6093125,4.4363125,none,1.584861433
13,the,Determiner,Function,NA,NA,0,0,0,0,0,s02-1,4.6598125,4.7688125,4.6598125,4.7688125,4.7188125,4.7688125,ah,4.6598125,4.6598125,NA,0.109,0.109,0.059,0,18.34862385,9.174311927,18.34862385,9.174311927,0,0,71.43786183,147.8085187,133.5378154,14.2707033,147.8085187,133.5378154,14.2707033,147.8085187,144.2509938,3.557524916,4.995917644,4.995917644,4.995917644,-1.039377789,-1.039377789,-1.020147598,-0.910352215,1.020296496,1.044245318,1.027409615,1.044245318,12.24039,4.179025,4.905021,1.983318,1.461640898,2.152600302,1.461640898,2.152600302,-2.929006168,-2.473138952,-3.967024,-3.483427,-3.504912,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.40535756,86.0836638,0.3216937562,15.31875029,4.7193125,4.7403125,none,-0.9676716426
14,nineties,Noun,Content,!H*,H-L%,1,1,0,1,2,s02-1,4.7688125,5.4688125,4.7688125,5.1188125,4.8488125,5.0758125,ayn,4.7688125,5.4688125,nineties,0.7,0.35,0.08,0.7,7.142857143,2.857142857,8.571428571,2.857142857,7.142857143,2.857142857,73.80322319,154.5480672,123.8631935,30.68487373,154.5480672,123.8631935,30.68487373,153.6244613,132.8922258,20.73223554,5.040505163,5.040505163,5.034511061,-0.7158052,-0.7158052,-0.729283177,-0.303621975,-0.752255935,-0.771839059,-0.523162836,-0.771839059,12.24039,4.179025,4.905021,1.983318,-1.219789989,-1.032551584,-0.877946753,-1.032551584,-1.219789989,-1.032551584,-14.452883,-11.246918,-10.46336,0.8125,0.5,0.625,0.4375,0.25,0.3125,0.90625,0.53125,0.71875,0.5625,0.40625,0.375,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,87.0372349,84.22607314,-2.811161761,-12.43876885,5.0753125,4.8493125,none,-0.8003452598
15,that,Complementizer,Function,NA,H-,0,1,0,0,0,s02-1,6.6616455,6.9878125,6.6616455,6.9878125,6.7418125,6.8768125,ae,6.6616455,6.6616455,NA,0.326167,0.326167,0.080167,0,9.197742261,3.065914087,9.197742261,3.065914087,0,0,80.20363397,189.8443273,176.0609479,13.78337935,189.8443273,176.0609479,13.78337935,189.8443273,176.0609479,13.78337935,5.246204406,5.246204406,5.246204406,-0.043587187,-0.043587187,-0.039162125,1.560898235,-0.459932489,-0.999063947,-0.559135622,-0.999063947,12.24039,4.179025,4.905021,1.983318,-0.728075984,-0.927287965,-0.728075984,-0.927287965,-2.929006168,-2.473138952,-5.755304,-3.83371,-3.852664,0.5,0.125,0.3125,0.0625,0.5625,0.0625,0.5,0.09375,0.28125,0.0625,0.46875,0.03125,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.72596058,89.49968626,-1.226274321,-10.05142886,6.8733125,6.7513125,none,0.804299694
16,uh,Discourse,Function,NA,NA,0,0,0,0,0,s02-1,7.2728125,7.3888125,7.2728125,7.3888125,7.2728125,7.3888125,ah,7.2728125,7.2728125,NA,0.116,0.116,0.116,0,8.620689655,8.620689655,8.620689655,8.620689655,0,0,72.45806917,299.7491261,151.9959205,147.7532056,299.7491261,151.9959205,147.7532056,299.7491261,151.9959205,147.7532056,5.702945878,5.702945878,5.702945878,1.548878568,1.548878568,1.627422178,-1.163110403,-0.567691447,1.16032538,-0.647020571,1.16032538,12.24039,4.179025,4.905021,1.983318,-0.866159055,1.873460865,-0.866159055,1.873460865,-2.929006168,-2.473138952,-12.83818,-3.874536,-4.404237,0.375,0,0.1875,0,0.5625,0,0.28125,0,0.1875,0,0.65625,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.40080119,82.63890597,-5.761895211,-73.87045142,7.3803125,7.3023125,none,-0.6677398289
17,it's,Contraction,Function,NA,NA,0,0,0,0,0,s02-1,7.3888125,7.5418125,7.3888125,7.5418125,7.3888125,7.4648125,ih,7.3888125,7.3888125,NA,0.153,0.153,0.076,0,13.07189542,6.535947712,13.07189542,6.535947712,0,0,75.97732844,201.6938241,170.2915812,31.40224286,201.6938241,170.2915812,31.40224286,201.6938241,170.2915812,31.40224286,5.306750825,5.306750825,5.306750825,-0.286916606,-0.286916606,-0.14738294,-0.02409744,-0.108877279,0.048439224,-0.048416532,0.016577833,12.24039,4.179025,4.905021,1.983318,0.198971154,0.822322347,0.198971154,0.822322347,-2.929006168,-2.473138952,-16.709865,-14.191357,-4.803878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.75458468,88.85559925,2.898985433,96.63284776,7.4013125,7.4313125,none,1.207343378
19,like,Discourse,Function,NA,NA,0,0,0,0,0,s02-1,7.7218125,7.8618125,7.7218125,7.8618125,7.7518125,7.8318125,ay,7.7218125,7.7218125,NA,0.14,0.14,0.03,0,21.42857143,7.142857143,21.42857143,7.142857143,0,0,78.60905787,212.0012095,166.7608693,45.24034021,212.0012095,166.7608693,45.24034021,186.1070498,172.7442566,13.36279313,5.35659198,5.35659198,5.226322045,0.168715707,0.168715707,-0.232050688,1.518949956,1.495141136,0.052196421,1.590125604,-0.020053415,12.24039,4.179025,4.905021,1.983318,2.19864237,1.128329468,2.19864237,1.128329468,-2.929006168,-2.473138952,-7.67393,-4.851569,-4.327796,0,0.0625,0.0625,0,0.0625,0,0,0.03125,0.03125,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.47503706,88.98650074,-1.488536322,-18.84223192,7.8313125,7.7523125,none,0.515602601
20,everything,Noun,Content,H*,NA,1,0,1,0,1,s02-1,7.8618125,8.3018125,7.8618125,8.0018125,7.8618125,7.9718125,eh,7.8618125,8.4590185,everything is,0.44,0.14,0.11,0.597206,15.90909091,6.818181818,14.28571429,7.142857143,15.07017679,6.697856351,73.04595539,182.2958876,128.3853769,53.91051066,182.2958876,167.588582,14.70730556,182.1275234,167.588582,14.53894138,5.205631123,5.205631123,5.20470712,0.09706177,0.09706177,0.324888097,-0.751343575,0.261621985,0.493442318,-0.058172934,0.60785537,12.24039,4.179025,4.905021,1.983318,0.877884413,0.964626358,0.48942619,1.128329468,0.677140431,0.903957586,-9.808684,-7.219689,-6.613213,0.0625,0.1875,0,0.5625,0.0625,0.5625,0.03125,0.1875,0,0.53125,0.03125,0.40625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,90.01535004,88.92888955,1.086460487,32.92304506,7.9293125,7.9623125,none,0.3738978236
21,is,Verb2,Content,NA,NA,0,0,0,0,0,s02-1,8.3018125,8.4590185,8.3018125,8.4590185,8.3018125,8.3778125,ih,8.3018125,8.3018125,NA,0.157206,0.157206,0.076,0,12.72216073,6.361080366,12.72216073,6.361080366,0,0,72.85505971,147.3212201,135.0708224,12.25039777,147.3212201,135.0708224,12.25039777,147.3212201,135.0708224,12.25039777,4.992615374,4.992615374,4.992615374,-1.071067332,-1.071067332,-1.0297388,-0.67788643,-0.305082702,0.534078643,-0.240837698,0.491713308,12.24039,4.179025,4.905021,1.983318,0.115283046,0.734153255,0.115283046,0.734153255,-2.929006168,-2.473138952,-5.416884,-4.825553,-4.986897,0,0.0625,0,0.125,0,0.125,0,0.0625,0,0.125,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,86.44384996,85.79108093,-0.6527690291,-8.942041495,8.3753125,8.3023125,none,-0.89817057
22,changed,Verb,Content,!H*,L-,1,1,0,1,2,s02-1,8.4590185,8.9098125,8.4590185,8.9098125,8.5718125,8.6908125,ey,8.4590185,9.2218125,changed like,0.450794,0.450794,0.112794,0.762794,11.0915407,2.218308141,11.0915407,2.218308141,10.48775947,2.621939868,73.86727674,163.0144551,133.798053,29.21640204,163.0144551,133.798053,29.21640204,163.0144551,134.7327417,28.28171339,5.093838878,5.093838878,5.093838878,-0.091120242,-0.091120242,0.158287132,0.326546017,-0.63568319,-1.301986357,-0.581199357,-1.282726292,12.24039,4.179025,4.905021,1.983318,-0.274908453,-1.354655612,-0.274908453,-1.354655612,-0.419387423,-1.151142243,-10.175125,-8.913243,-10.46336,0.5625,0.375,0.75,0.75,0.8125,0.5625,0.4375,0.3125,0.65625,0.75,0.78125,0.59375,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,87.14031429,84.8626027,-2.277711588,-20.51992421,8.6903125,8.5793125,none,-0.4127474589
23,like,Discourse,Function,NA,L-,0,1,0,0,0,s02-1,8.9098125,9.2218125,8.9098125,9.2218125,8.9918125,9.1048125,ay,8.9098125,8.9098125,NA,0.312,0.312,0.082,0,9.615384615,3.205128205,9.615384615,3.205128205,0,0,73.92394764,159.2962486,138.4358878,20.86036084,159.2962486,138.4358878,20.86036084,149.2361365,139.0144817,10.22165479,5.070765668,5.070765668,5.00552986,-0.452046398,-0.452046398,-0.633809066,-0.352049251,-0.357186509,-0.638843547,-0.357186509,-0.638843547,12.24039,4.179025,4.905021,1.983318,-0.628138234,-0.85709543,-0.628138234,-0.85709543,-2.929006168,-2.473138952,-7.67393,-4.851569,-4.327796,0.6875,0.0625,0.3125,0.0625,0.1875,0,0.6875,0.09375,0.34375,0.0625,0.1875,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.76404703,86.14383008,0.6202169523,11.27667186,9.0463125,9.1013125,none,-0.5482365166
24,when,Adverb2,Content,NA,NA,0,0,0,0,0,s02-1,9.3768125,9.5508125,9.3768125,9.5508125,9.4792795,9.5123985,eh,9.3768125,9.3768125,NA,0.174,0.174,0.081773,0,22.98850575,5.747126437,22.98850575,5.747126437,0,0,74.5239974,171.1678902,151.7981718,19.36971842,171.1678902,151.7981718,19.36971842,164.7628146,161.1796299,3.583184667,5.142644889,5.142644889,5.104506952,-0.53293639,-0.53293639,-0.549735759,-0.536581647,1.623978635,1.525054796,1.623978635,1.525054796,12.24039,4.179025,4.905021,1.983318,2.571919466,0.424594259,2.571919466,0.424594259,-2.929006168,-2.473138952,-7.658951,-5.74652,-5.772013,0,0.0625,0,0.1875,0,0.1875,0,0.03125,0,0.15625,0,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.35473217,87.97820626,-0.3765259061,-11.40987594,9.5123125,9.4793125,none,-0.4837425676
25,i,Pronoun,Function,L+H*,NA,1,0,1,0,1,s02-1,9.5508125,9.7998125,9.5508125,9.7998125,9.5508125,9.7998125,ay,9.5508125,9.7998125,i,0.249,0.249,0.249,0.249,4.016064257,4.016064257,4.016064257,4.016064257,4.016064257,4.016064257,77.70504965,251.386557,182.2614028,69.12515419,251.386557,182.2614028,69.12515419,251.386557,182.2614028,69.12515419,5.526991822,5.526991822,5.526991822,1.208603251,1.208603251,1.226476732,-0.077958688,-1.078881656,-0.30361805,-1.078881656,-0.30361805,12.24039,4.179025,4.905021,1.983318,-1.968001087,-0.448216949,-1.968001087,-0.448216949,-1.968001087,-0.448216949,-8.006545,-3.246163,-3.627101,0,0.8125,0,0.5625,0,0.375,0,0.6875,0,0.5625,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,95.43538839,87.28852663,8.146861767,60.3471242,9.6313125,9.7663125,none,1.200304573
